Element	Node1	Node2	Type	Length	Sample Points (every 200mm)

0	0	12	Column	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
2800.0	0.011710	0.002078	0.019532	-2.264819e-07	-9.119466e-06	8.090124e-07
3000.0	0.011867	0.002074	0.019741	-3.913599e-07	-9.054285e-06	8.098643e-07

82	27	31	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.032370	0.004836	0.027735	1.140432e-06	-1.117025e-06	2.064273e-06
200.0	0.032838	0.004834	0.028074	1.039878e-06	-1.026100e-06	2.078055e-06
400.0	0.033306	0.004833	0.028413	9.393233e-07	-9.351758e-07	2.091836e-06
600.0	0.033774	0.004831	0.028753	8.387689e-07	-8.442511e-07	2.105617e-06
800.0	0.034241	0.004829	0.029092	7.382145e-07	-7.533264e-07	2.119399e-06
1000.0	0.034709	0.004828	0.029431	6.376601e-07	-6.624017e-07	2.133180e-06
1200.0	0.035177	0.004826	0.029770	5.371057e-07	-5.714770e-07	2.146961e-06
1400.0	0.035645	0.004824	0.030109	4.365513e-07	-4.805523e-07	2.160742e-06
1600.0	0.036113	0.004823	0.030448	3.359969e-07	-3.896276e-07	2.174524e-06
1800.0	0.036581	0.004821	0.030787	2.354425e-07	-2.987030e-07	2.188305e-06
2000.0	0.037049	0.004819	0.031127	1.348881e-07	-2.077783e-07	2.202086e-06
2200.0	0.037517	0.004818	0.031466	3.433365e-08	-1.168536e-07	2.215868e-06
2400.0	0.037985	0.004816	0.031805	-6.622075e-08	-2.592891e-08	2.229649e-06
2600.0	0.038453	0.004814	0.032144	-1.667752e-07	6.499578e-08	2.243430e-06
2800.0	0.038921	0.004812	0.032483	-2.673296e-07	1.559205e-07	2.257212e-06
3000.0	0.039389	0.004811	0.032822	-3.678840e-07	2.468451e-07	2.270993e-06

83	39	43	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.057736	0.006540	0.033444	3.139515e-06	-1.876685e-05	3.308480e-06
200.0	0.058555	0.006553	0.033838	2.918715e-06	-1.869814e-05	3.341898e-06
400.0	0.059373	0.006567	0.034232	2.697914e-06	-1.862944e-05	3.375317e-06
600.0	0.060192	0.006581	0.034627	2.477113e-06	-1.856073e-05	3.408735e-06
800.0	0.061011	0.006595	0.035021	2.256313e-06	-1.849202e-05	3.442153e-06
1000.0	0.061829	0.006608	0.035416	2.035512e-06	-1.842332e-05	3.475572e-06
1200.0	0.062648	0.006622	0.035810	1.814711e-06	-1.835461e-05	3.508990e-06
1400.0	0.063467	0.006636	0.036204	1.593910e-06	-1.828591e-05	3.542408e-06
1600.0	0.064285	0.006649	0.036599	1.373110e-06	-1.821720e-05	3.575827e-06
1800.0	0.065104	0.006663	0.036993	1.152309e-06	-1.814849e-05	3.609245e-06
2000.0	0.065923	0.006677	0.037388	9.315084e-07	-1.807979e-05	3.642663e-06
2200.0	0.066741	0.006690	0.037782	7.107077e-07	-1.801108e-05	3.676082e-06
2400.0	0.067560	0.006704	0.038177	4.899069e-07	-1.794238e-05	3.709500e-06
2600.0	0.068379	0.006718	0.038571	2.691062e-07	-1.787367e-05	3.742918e-06
2800.0	0.069197	0.006731	0.038965	4.830553e-08	-1.780496e-05	3.776337e-06
3000.0	0.070016	0.006745	0.039360	-1.724952e-07	-1.773626e-05	3.809755e-06

84	19	23	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.011867	0.002074	0.019741	-3.913599e-07	-9.054285e-06	8.098643e-07
200.0	0.012025	0.002069	0.019537	-5.856804e-07	-8.989104e-06	8.090124e-07
400.0	0.012182	0.002065	0.019332	-7.800009e-07	-8.923923e-06	8.081606e-07
600.0	0.012339	0.002060	0.019127	-9.743213e-07	-8.858743e-06	8.073087e-07
800.0	0.012497	0.002056	0.018923	-1.168642e-06	-8.793562e-06	8.064568e-07
1000.0	0.012654	0.002051	0.018718	-1.362962e-06	-8.728381e-06	8.056049e-07
1200.0	0.012811	0.002046	0.018513	-1.557283e-06	-8.663200e-06	8.047530e-07
1400.0	0.012969	0.002042	0.018309	-1.751603e-06	-8.598019e-06	8.039011e-07
1600.0	0.013126	0.002037	0.018104	-1.945924e-06	-8.532838e-06	8.030492e-07
1800.0	0.013283	0.002032	0.017899	-2.140244e-06	-8.467657e-06	8.021973e-07
2000.0	0.013441	0.002028	0.017695	-2.334565e-06	-8.402476e-06	8.013455e-07
2200.0	0.013598	0.002023	0.017490	-2.528885e-06	-8.337295e-06	8.004936e-07
2400.0	0.013755	0.002019	0.017285	-2.723206e-06	-8.272114e-06	7.996417e-07
2600.0	0.013913	0.002014	0.017081	-2.917526e-06	-8.206933e-06	7.987898e-07
2800.0	0.014070	0.002009	0.016876	-3.111847e-06	-8.141752e-06	7.979379e-07
3000.0	0.014227	0.002005	0.016671	-3.306167e-06	-8.076571e-06	7.970860e-07

85	31	35	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.039389	0.004811	0.032822	-3.678840e-07	2.468451e-07	2.270993e-06
200.0	0.039857	0.004809	0.032488	-4.915820e-07	3.377698e-07	2.257212e-06
400.0	0.040325	0.004808	0.032154	-6.152801e-07	4.286945e-07	2.243430e-06
600.0	0.040793	0.004806	0.031820	-7.389782e-07	5.196192e-07	2.229649e-06
800.0	0.041261	0.004804	0.031486	-8.626762e-07	6.105439e-07	2.215868e-06
1000.0	0.041728	0.004803	0.031152	-9.863743e-07	7.014686e-07	2.202086e-06
1200.0	0.042196	0.004801	0.030818	-1.110072e-06	7.923933e-07	2.188305e-06
1400.0	0.042664	0.004800	0.030484	-1.233770e-06	8.833179e-07	2.174524e-06
1600.0	0.043132	0.004798	0.030150	-1.357469e-06	9.742426e-07	2.160742e-06
1800.0	0.043600	0.004796	0.029816	-1.481167e-06	1.065167e-06	2.146961e-06
2000.0	0.044068	0.004795	0.029482	-1.604865e-06	1.156092e-06	2.133180e-06
2200.0	0.044536	0.004793	0.029148	-1.728563e-06	1.247017e-06	2.119399e-06
2400.0	0.045004	0.004792	0.028814	-1.852261e-06	1.337941e-06	2.105617e-06
2600.0	0.045472	0.004790	0.028480	-1.975959e-06	1.428866e-06	2.091836e-06
2800.0	0.045940	0.004788	0.028146	-2.099657e-06	1.519791e-06	2.078055e-06
3000.0	0.046408	0.004787	0.027812	-2.223355e-06	1.610715e-06	2.064273e-06

86	43	47	Y-beam	3000.0
Dist(mm)	ux	uy	uz	θx	θy	θz
0.0	0.070016	0.006745	0.039360	-1.724952e-07	-1.773626e-05	3.809755e-06
200.0	0.070835	0.006759	0.038970	-4.063466e-07	-1.766755e-05	3.776337e-06
400.0	0.071653	0.006773	0.038581	-6.401980e-07	-1.759885e-05	3.742918e-06
600.0	0.072472	0.006786	0.038191	-8.740494e-07	-1.753014e-05	3.709500e-06
800.0	0.073291	0.006800	0.037802	-1.107901e-06	-1.746143e-05	3.676082e-06
1000.0	0.074109	0.006814	0.037412	-1.341752e-06	-1.739273e-05	3.642663e-06
1200.0	0.074928	0.006828	0.037023	-1.575604e-06	-1.732402e-05	3.609245e-06
1400.0	0.075747	0.006841	0.036633	-1.809455e-06	-1.725532e-05	3.575827e-06
1600.0	0.076565	0.006855	0.036243	-2.043306e-06	-1.718661e-05	3.542408e-06
1800.0	0.077384	0.006869	0.035854	-2.277158e-06	-1.711790e-05	3.508990e-06
2000.0	0.078203	0.006883	0.035464	-2.511009e-06	-1.704920e-05	3.475572e-06
2200.0	0.079021	0.006896	0.035075	-2.744860e-06	-1.698049e-05	3.442153e-06
2400.0	0.079840	0.006910	0.034685	-2.978712e-06	-1.691179e-05	3.408735e-06
2600.0	0.080659	0.006924	0.034296	-3.212563e-06	-1.684308e-05	3.375317e-06
2800.0	0.081477	0.006938	0.033906	-3.446415e-06	-1.677437e-05	3.341898e-06
3000.0	0.082296	0.006951	0.033517	-3.680266e-06	-1.670567e-05	3.308480e-06
